time,TP9,AF7,AF8,TP10,AUX
1.58336E+12,NaN,NaN,NaN,29.78515625,NaN
1.58336E+12,NaN,NaN,NaN,29.78515625,NaN
1.58336E+12,NaN,NaN,NaN,27.83203125,NaN
1.58336E+12,NaN,NaN,NaN,10.7421875,NaN
1.58336E+12,NaN,NaN,NaN,22.4609375,NaN
1.58336E+12,NaN,NaN,NaN,24.4140625,NaN
1.58336E+12,NaN,NaN,NaN,7.8125,NaN
1.58336E+12,NaN,NaN,NaN,21.97265625,NaN
1.58336E+12,NaN,NaN,NaN,33.69140625,NaN
1.58336E+12,NaN,NaN,NaN,21.97265625,NaN
1.58336E+12,NaN,NaN,NaN,30.76171875,NaN
1.58336E+12,NaN,NaN,NaN,31.73828125,NaN
1.58336E+12,NaN,5.859375,NaN,NaN,NaN
1.58336E+12,NaN,7.8125,NaN,NaN,NaN
1.58336E+12,NaN,3.90625,NaN,NaN,NaN
1.58336E+12,NaN,6.34765625,NaN,NaN,NaN
1.58336E+12,NaN,13.18359375,NaN,NaN,NaN
1.58336E+12,NaN,7.8125,NaN,NaN,NaN
1.58336E+12,NaN,3.90625,NaN,NaN,NaN
1.58336E+12,NaN,5.859375,NaN,NaN,NaN
1.58336E+12,NaN,2.9296875,NaN,NaN,NaN
1.58336E+12,NaN,4.8828125,NaN,NaN,NaN
1.58336E+12,NaN,3.90625,NaN,NaN,NaN
1.58336E+12,NaN,1.46484375,NaN,NaN,NaN
1.58336E+12,NaN,NaN,-3.41796875,NaN,NaN
1.58336E+12,NaN,NaN,0,NaN,NaN
1.58336E+12,NaN,NaN,2.9296875,NaN,NaN
1.58336E+12,NaN,NaN,5.859375,NaN,NaN
1.58336E+12,NaN,NaN,7.32421875,NaN,NaN
1.58336E+12,NaN,NaN,5.859375,NaN,NaN
1.58336E+12,NaN,NaN,6.34765625,NaN,NaN
1.58336E+12,NaN,NaN,5.37109375,NaN,NaN
1.58336E+12,NaN,NaN,4.39453125,NaN,NaN
1.58336E+12,NaN,NaN,6.8359375,NaN,NaN
1.58336E+12,NaN,NaN,6.8359375,NaN,NaN
1.58336E+12,NaN,NaN,4.39453125,NaN,NaN
1.58336E+12,NaN,NaN,NaN,23.4375,NaN
1.58336E+12,NaN,NaN,NaN,21.97265625,NaN
1.58336E+12,NaN,NaN,NaN,20.99609375,NaN
1.58336E+12,NaN,NaN,NaN,20.01953125,NaN
1.58336E+12,NaN,NaN,NaN,41.9921875,NaN
